symbol,datetime,high,low,open,close
R_100,2022.01.11 10:00:00,7749.29,7733.98,7737.47,7745.8
R_100,2022.01.11 10:01:00,7750.2,7741.98,7743.46,7745.79
R_100,2022.01.11 10:02:00,7757.01,7743.39,7743.39,7755.1
R_100,2022.01.11 10:03:00,7770.73,7757.23,7757.85,7765.44
R_100,2022.01.11 10:04:00,7776.42,7762.28,7765.29,7764.46
R_100,2022.01.11 10:05:00,7771.56,7761.49,7763.67,7766.24
R_100,2022.01.11 10:06:00,7763.49,7749.22,7763.06,7750.85
R_100,2022.01.11 10:07:00,7759.73,7745.5,7752.84,7759.73
R_100,2022.01.11 10:08:00,7761.02,7741.2,7759.35,7745.07
R_100,2022.01.11 10:09:00,7770.29,7739.2,7745.99,7767.33
R_100,2022.01.11 10:10:00,7766.64,7755.45,7766.64,7760.35
R_100,2022.01.11 10:11:00,7773.04,7759.93,7760.49,7764.17
R_100,2022.01.11 10:12:00,7768.09,7760.4,7762.34,7760.95
R_100,2022.01.11 10:13:00,7763.04,7751.39,7756.81,7751.39
R_100,2022.01.11 10:14:00,7765.16,7752.47,7752.47,7761.81
R_100,2022.01.11 10:15:00,7768.54,7757.3,7762.29,7764.26
R_100,2022.01.11 10:16:00,7772.47,7762.43,7765.25,7767.33
R_100,2022.01.11 10:17:00,7775.55,7765.1,7770.03,7774.41
R_100,2022.01.11 10:18:00,7776.09,7762.33,7776.09,7766.25
R_100,2022.01.11 10:19:00,7774.25,7764.4,7770.61,7770.9
R_100,2022.01.11 10:20:00,7771.53,7764.11,7768.91,7770.82
R_100,2022.01.11 10:21:00,7768.29,7757.78,7768.29,7760.99
R_100,2022.01.11 10:22:00,7767.64,7755.3,7763.72,7757.17
R_100,2022.01.11 10:23:00,7759.74,7741.83,7756.78,7743.78
R_100,2022.01.11 10:24:00,7746.32,7729.95,7742.31,7732.56
R_100,2022.01.11 10:25:00,7740.06,7732.54,7735.72,7734.09
R_100,2022.01.11 10:26:00,7742.42,7730.97,7733.89,7734.65
R_100,2022.01.11 10:27:00,7740.66,7726.98,7732.72,7733.02
R_100,2022.01.11 10:28:00,7743.02,7724.6,7734.81,7724.6
R_100,2022.01.11 10:29:00,7739.36,7729.94,7729.94,7735.21
R_100,2022.01.11 10:30:00,7735.83,7723.64,7735.83,7726.17
R_100,2022.01.11 10:31:00,7736.29,7724.39,7724.74,7736.29
R_100,2022.01.11 10:32:00,7754.9,7736.37,7736.37,7753.06
R_100,2022.01.11 10:33:00,7751.44,7741.07,7750.83,7750.93
R_100,2022.01.11 10:34:00,7752.82,7742.12,7750.85,7743.75
R_100,2022.01.11 10:35:00,7757.79,7741.22,7746.19,7757.79
R_100,2022.01.11 10:36:00,7759.59,7742.4,7759.59,7748.61
R_100,2022.01.11 10:37:00,7763.47,7750.86,7750.86,7757.23
R_100,2022.01.11 10:38:00,7757.17,7745.79,7757.17,7745.97
R_100,2022.01.11 10:39:00,7752.7,7738.66,7745.16,7749.53
R_100,2022.01.11 10:40:00,7769.1,7749.26,7749.54,7760.87
R_100,2022.01.11 10:41:00,7765.19,7749.78,7760.29,7757.46
R_100,2022.01.11 10:42:00,7773.75,7757.9,7757.95,7773.75
R_100,2022.01.11 10:43:00,7782.04,7767.63,7770.12,7782.04
R_100,2022.01.11 10:44:00,7801.06,7784.22,7784.22,7797.83
R_100,2022.01.11 10:45:00,7801.46,7794.32,7799.67,7795.25
R_100,2022.01.11 10:46:00,7794.93,7784.86,7794.93,7787.35
R_100,2022.01.11 10:47:00,7788.98,7773.33,7788.98,7782.02
R_100,2022.01.11 10:48:00,7781.53,7766.84,7777.89,7781.53
R_100,2022.01.11 10:49:00,7781.09,7761.51,7781.09,7763.43
R_100,2022.01.11 10:50:00,7767.29,7760.64,7764.86,7762.08
R_100,2022.01.11 10:51:00,7758.83,7742.96,7758.83,7747.1
R_100,2022.01.11 10:52:00,7748.95,7736.16,7748.95,7747.12
R_100,2022.01.11 10:53:00,7747.23,7736.6,7743.96,7743.29
R_100,2022.01.11 10:54:00,7756.9,7742.01,7742.32,7753.64
R_100,2022.01.11 10:55:00,7773.16,7754.56,7754.83,7763.41
R_100,2022.01.11 10:56:00,7764.17,7741.95,7764.17,7754.72
R_100,2022.01.11 10:57:00,7767.42,7755.39,7757.94,7764.49
R_100,2022.01.11 10:58:00,7772.66,7755.45,7764.98,7768.15
R_100,2022.01.11 10:59:00,7785.53,7771.3,7773.45,7785.53
R_100,2022.01.11 11:00:00,7787.15,7765.99,7786.38,7767.97
R_100,2022.01.11 11:01:00,7775.87,7760.46,7763.46,7775.87
R_100,2022.01.11 11:02:00,7778.22,7761.45,7776.7,7761.45
R_100,2022.01.11 11:03:00,7767.87,7759.49,7760.86,7766.11
R_100,2022.01.11 11:04:00,7780.93,7768.97,7769.6,7780.69
R_100,2022.01.11 11:05:00,7796.9,7780.27,7782.07,7794.56
R_100,2022.01.11 11:06:00,7801.03,7786.52,7793.95,7796.68
R_100,2022.01.11 11:07:00,7812.41,7795.16,7798.58,7811.4
R_100,2022.01.11 11:08:00,7823.99,7805.09,7808.55,7812.18
R_100,2022.01.11 11:09:00,7827.28,7814.56,7814.56,7817.15
R_100,2022.01.11 11:10:00,7816.19,7793.46,7816.19,7797
R_100,2022.01.11 11:11:00,7806.36,7789.81,7797.68,7801.79
R_100,2022.01.11 11:12:00,7808.42,7785.77,7801.46,7805.24
R_100,2022.01.11 11:13:00,7815.63,7799.11,7807.21,7804.97
R_100,2022.01.11 11:14:00,7815.09,7798.14,7804.91,7806.44
R_100,2022.01.11 11:15:00,7811.49,7803.84,7805.78,7806.03
R_100,2022.01.11 11:16:00,7817.62,7806.8,7811.33,7815.28
R_100,2022.01.11 11:17:00,7820.69,7812.35,7816.93,7812.42
R_100,2022.01.11 11:18:00,7815.21,7797.45,7811.78,7797.45
R_100,2022.01.11 11:19:00,7796.29,7787.14,7794.32,7795.19
R_100,2022.01.11 11:20:00,7794.83,7778.37,7794.83,7779.28
R_100,2022.01.11 11:21:00,7787.95,7778.15,7780.9,7781.26
R_100,2022.01.11 11:22:00,7792.35,7780.41,7780.41,7791.24
R_100,2022.01.11 11:23:00,7792.03,7761.99,7792.03,7763.34
R_100,2022.01.11 11:24:00,7787.65,7763.21,7763.21,7785.11
R_100,2022.01.11 11:25:00,7785.47,7767.4,7782.01,7776.15
R_100,2022.01.11 11:26:00,7789.46,7774.97,7777.67,7780.3
R_100,2022.01.11 11:27:00,7783.21,7764.61,7779.95,7766.75
R_100,2022.01.11 11:28:00,7792.87,7768.72,7768.72,7792.87
R_100,2022.01.11 11:29:00,7797.56,7788.44,7793.83,7795.7
R_100,2022.01.11 11:30:00,7802.07,7789.65,7795.2,7796.2
R_100,2022.01.11 11:31:00,7808.48,7792.71,7795.51,7799.56
R_100,2022.01.11 11:32:00,7806.47,7779.95,7798.39,7779.95
R_100,2022.01.11 11:33:00,7782.18,7770.01,7780.18,7776.42
R_100,2022.01.11 11:34:00,7779.09,7770.67,7777.29,7773.43
R_100,2022.01.11 11:35:00,7778.58,7752.85,7775.41,7752.85
R_100,2022.01.11 11:36:00,7783.5,7752.89,7752.94,7783.5
R_100,2022.01.11 11:37:00,7791.75,7777.79,7783.76,7791.75
R_100,2022.01.11 11:38:00,7815.14,7791.63,7793.05,7809.7
R_100,2022.01.11 11:39:00,7810.9,7786.8,7810.9,7801.46
R_100,2022.01.11 11:40:00,7819.62,7802.67,7802.67,7818.32
R_100,2022.01.11 11:41:00,7829.76,7817.15,7820.06,7828.17
R_100,2022.01.11 11:42:00,7841.98,7826.82,7828.32,7839.16
R_100,2022.01.11 11:43:00,7857.24,7835.72,7835.72,7857.24
R_100,2022.01.11 11:44:00,7862.53,7854.3,7856.15,7854.3
R_100,2022.01.11 11:45:00,7862.66,7850.74,7852.85,7854.58
R_100,2022.01.11 11:46:00,7855.53,7843.35,7851.93,7843.35
R_100,2022.01.11 11:47:00,7845.25,7835.42,7844.61,7845.23
R_100,2022.01.11 11:48:00,7852.35,7844.52,7846.11,7850.95
R_100,2022.01.11 11:49:00,7855.25,7838.72,7855.25,7839.03
R_100,2022.01.11 11:50:00,7848.35,7833.69,7838.67,7848.35
R_100,2022.01.11 11:51:00,7857.56,7844.55,7846.92,7857.26
R_100,2022.01.11 11:52:00,7857.09,7848.46,7856.27,7852.08
R_100,2022.01.11 11:53:00,7865.6,7852.54,7853.62,7852.96
R_100,2022.01.11 11:54:00,7862.53,7851.87,7851.87,7855.33
R_100,2022.01.11 11:55:00,7858.2,7835.89,7857.68,7837.2
R_100,2022.01.11 11:56:00,7839.11,7828.34,7839.11,7830.44
R_100,2022.01.11 11:57:00,7835.44,7825.98,7830.46,7835.44
R_100,2022.01.11 11:58:00,7844.24,7826.93,7833.84,7830.1
R_100,2022.01.11 11:59:00,7833.57,7823.06,7826.44,7827.95
R_100,2022.01.11 12:00:00,7832.83,7824.12,7826.69,7832.51
R_100,2022.01.11 12:01:00,7852.7,7832.37,7832.37,7850.18
R_100,2022.01.11 12:02:00,7868.03,7846.74,7850.37,7861.41
R_100,2022.01.11 12:03:00,7872.5,7858.7,7858.7,7869.94
R_100,2022.01.11 12:04:00,7880.71,7861.19,7868.78,7880.71
R_100,2022.01.11 12:05:00,7888.47,7872.71,7880.13,7884.15
R_100,2022.01.11 12:06:00,7890.33,7878.4,7886.67,7887.23
R_100,2022.01.11 12:07:00,7884.23,7865.66,7884.14,7867.41
R_100,2022.01.11 12:08:00,7879.58,7871.41,7871.41,7872.85
R_100,2022.01.11 12:09:00,7878.9,7866.13,7875.55,7866.7
R_100,2022.01.11 12:10:00,7870.56,7861.73,7866.78,7866.66
R_100,2022.01.11 12:11:00,7876.24,7858.67,7867.51,7876.24
R_100,2022.01.11 12:12:00,7876.71,7865.78,7875.22,7876.71
R_100,2022.01.11 12:13:00,7878.68,7870.78,7875.12,7874.29
R_100,2022.01.11 12:14:00,7889.34,7872.9,7875.59,7887.66
R_100,2022.01.11 12:15:00,7889.69,7869.81,7889.69,7869.81
R_100,2022.01.11 12:16:00,7868.51,7846.85,7866.77,7858.03
R_100,2022.01.11 12:17:00,7871.8,7854.96,7856.66,7863.08
R_100,2022.01.11 12:18:00,7870.23,7855.63,7861.38,7856.68
R_100,2022.01.11 12:19:00,7860.46,7853.99,7858.67,7858.81
R_100,2022.01.11 12:20:00,7858.24,7842.83,7857.56,7846.83
R_100,2022.01.11 12:21:00,7846.47,7825.08,7846.47,7830.17
R_100,2022.01.11 12:22:00,7834.03,7825.09,7831.61,7825.09
R_100,2022.01.11 12:23:00,7829.16,7816.71,7824.96,7821.09
R_100,2022.01.11 12:24:00,7823.26,7813.96,7820.35,7817.78
R_100,2022.01.11 12:25:00,7821.33,7809.54,7816.54,7813.11
R_100,2022.01.11 12:26:00,7820.85,7809.65,7812.13,7810.18
R_100,2022.01.11 12:27:00,7820.46,7809.61,7812.06,7815.75
R_100,2022.01.11 12:28:00,7817.13,7808.59,7815.3,7816.65
R_100,2022.01.11 12:29:00,7815.6,7798.37,7815.6,7798.58
R_100,2022.01.11 12:30:00,7812.24,7799.88,7799.88,7809.33
R_100,2022.01.11 12:31:00,7822.38,7807.84,7808.49,7819.24
R_100,2022.01.11 12:32:00,7825.17,7817.34,7820.46,7822.38
R_100,2022.01.11 12:33:00,7833.43,7819.03,7821.98,7828.67
R_100,2022.01.11 12:34:00,7828.87,7818.66,7827.19,7819.8
R_100,2022.01.11 12:35:00,7818.91,7799.15,7818.91,7802.81
R_100,2022.01.11 12:36:00,7803.28,7785.51,7802.23,7787.08
R_100,2022.01.11 12:37:00,7790.85,7769.81,7786.97,7773.83
R_100,2022.01.11 12:38:00,7783.25,7772.31,7776.33,7777.63
R_100,2022.01.11 12:39:00,7805.86,7781.07,7781.07,7789.27
R_100,2022.01.11 12:40:00,7791.14,7770.8,7791.14,7771.25
R_100,2022.01.11 12:41:00,7785.02,7772.59,7773.2,7779.8
R_100,2022.01.11 12:42:00,7787.84,7773.34,7775.32,7782.48
R_100,2022.01.11 12:43:00,7794.47,7779.63,7780.82,7790.55
R_100,2022.01.11 12:44:00,7795.74,7787.51,7792.86,7787.51
R_100,2022.01.11 12:45:00,7783.95,7771.16,7783.95,7772.88
R_100,2022.01.11 12:46:00,7780.56,7771.06,7771.06,7771.82
R_100,2022.01.11 12:47:00,7774.92,7765.9,7771.92,7770.28
R_100,2022.01.11 12:48:00,7768.07,7746.65,7768.07,7746.65
R_100,2022.01.11 12:49:00,7746.13,7734.32,7744.24,7737.01
R_100,2022.01.11 12:50:00,7743.91,7735.95,7738.07,7737.47
R_100,2022.01.11 12:51:00,7733.75,7715.32,7733.75,7727.74
R_100,2022.01.11 12:52:00,7729.75,7716.98,7726.6,7722.08
R_100,2022.01.11 12:53:00,7732.25,7722.65,7722.65,7732.25
R_100,2022.01.11 12:54:00,7731.19,7720.14,7729.54,7723.96
R_100,2022.01.11 12:55:00,7724.14,7709.19,7722.04,7721.83
R_100,2022.01.11 12:56:00,7728.7,7718.32,7722.2,7728.7
R_100,2022.01.11 12:57:00,7729.15,7707.33,7728.66,7712.59
R_100,2022.01.11 12:58:00,7717.64,7703.27,7716.83,7704.61
R_100,2022.01.11 12:59:00,7714.42,7700.1,7704.8,7700.97
R_100,2022.01.11 13:00:00,7702.98,7692.77,7699.76,7702
R_100,2022.01.11 13:01:00,7706.91,7696.19,7701.08,7699.57
R_100,2022.01.11 13:02:00,7714.69,7699.28,7699.28,7714.69
R_100,2022.01.11 13:03:00,7720.77,7708.93,7714.22,7720.77
R_100,2022.01.11 13:04:00,7737.37,7715.4,7722.13,7737.37
R_100,2022.01.11 13:05:00,7742.61,7724.97,7738.08,7726.52
R_100,2022.01.11 13:06:00,7732.99,7720.17,7728.87,7731.89
R_100,2022.01.11 13:07:00,7730.42,7717.65,7730.42,7722.65
R_100,2022.01.11 13:08:00,7727.44,7714.85,7721.28,7727.44
R_100,2022.01.11 13:09:00,7727.11,7717.7,7725.72,7718.83
R_100,2022.01.11 13:10:00,7722.94,7694.18,7717.57,7694.18
R_100,2022.01.11 13:11:00,7699.58,7691.93,7691.93,7693.02
R_100,2022.01.11 13:12:00,7702.77,7685.85,7691.02,7690.67
R_100,2022.01.11 13:13:00,7700.99,7691.05,7691.05,7699.74
R_100,2022.01.11 13:14:00,7700.09,7694.04,7698.88,7697.91
R_100,2022.01.11 13:15:00,7706.21,7691.97,7696.99,7694.94
R_100,2022.01.11 13:16:00,7701.89,7690.18,7699.18,7693.79
R_100,2022.01.11 13:17:00,7697.85,7686.62,7695.33,7686.76
R_100,2022.01.11 13:18:00,7688.04,7679.96,7687.21,7683.08
R_100,2022.01.11 13:19:00,7687.38,7670.44,7684.08,7679.94
R_100,2022.01.11 13:20:00,7690.22,7677.15,7680.76,7686.96
R_100,2022.01.11 13:21:00,7693.36,7680.06,7684.54,7682.43
R_100,2022.01.11 13:22:00,7691.84,7675.53,7686.98,7677.04
R_100,2022.01.11 13:23:00,7682.16,7670.85,7675.06,7675.7
R_100,2022.01.11 13:24:00,7678.39,7665.71,7673.72,7677.57
R_100,2022.01.11 13:25:00,7682.38,7675.78,7678.3,7679.56
R_100,2022.01.11 13:26:00,7680.95,7668.62,7680.95,7670.82
R_100,2022.01.11 13:27:00,7673.06,7664.27,7673.06,7671.09
R_100,2022.01.11 13:28:00,7685.34,7669.88,7671.92,7684.62
R_100,2022.01.11 13:29:00,7694.79,7677.66,7681.59,7694.79
R_100,2022.01.11 13:30:00,7711.76,7695.24,7695.24,7707.38
R_100,2022.01.11 13:31:00,7714.32,7703.3,7711.99,7703.3
R_100,2022.01.11 13:32:00,7701.21,7675.01,7701.21,7675.01
R_100,2022.01.11 13:33:00,7693.34,7674.31,7674.31,7688.99
R_100,2022.01.11 13:34:00,7686.81,7672.63,7686.81,7674.23
R_100,2022.01.11 13:35:00,7677.72,7669.21,7675.22,7672.88
R_100,2022.01.11 13:36:00,7677.31,7669.92,7673.12,7675.11
R_100,2022.01.11 13:37:00,7677.18,7665.02,7677.18,7666.44
R_100,2022.01.11 13:38:00,7675.51,7663.71,7666.3,7675.51
R_100,2022.01.11 13:39:00,7683.9,7675.05,7675.41,7683.9
R_100,2022.01.11 13:40:00,7694.73,7681.37,7683.48,7694.73
R_100,2022.01.11 13:41:00,7707.85,7692.22,7694.86,7705.02
R_100,2022.01.11 13:42:00,7707.81,7700.85,7703.66,7703.6
R_100,2022.01.11 13:43:00,7720.9,7702.27,7703.84,7717.44
R_100,2022.01.11 13:44:00,7713.79,7688.84,7713.79,7692.4
R_100,2022.01.11 13:45:00,7694.11,7683.03,7693.57,7688.21
R_100,2022.01.11 13:46:00,7704.05,7688.36,7688.45,7703.41
R_100,2022.01.11 13:47:00,7711.72,7700.48,7705.2,7710.01
R_100,2022.01.11 13:48:00,7713.44,7702.7,7712.5,7708.39
R_100,2022.01.11 13:49:00,7711.53,7696.08,7707.88,7701.2
R_100,2022.01.11 13:50:00,7718.46,7702.26,7702.26,7717.26
R_100,2022.01.11 13:51:00,7725.72,7717.41,7719.58,7725.72
R_100,2022.01.11 13:52:00,7733.92,7715.11,7727.3,7717.05
R_100,2022.01.11 13:53:00,7716.82,7700.34,7713.48,7700.34
R_100,2022.01.11 13:54:00,7700.09,7691.16,7698.21,7699.74
R_100,2022.01.11 13:55:00,7720.09,7698.93,7699.49,7716.45
R_100,2022.01.11 13:56:00,7723.02,7706.98,7716.69,7711.63
R_100,2022.01.11 13:57:00,7721.44,7710.94,7714.9,7711.57
R_100,2022.01.11 13:58:00,7724.8,7701.67,7715.1,7701.75
R_100,2022.01.11 13:59:00,7712.64,7701.85,7704.95,7702.63
R_100,2022.01.11 14:00:00,7707.46,7687.06,7703.89,7693.99
R_100,2022.01.11 14:01:00,7715.17,7693.19,7698.16,7713.47
R_100,2022.01.11 14:02:00,7724.22,7710.43,7710.43,7723.1
R_100,2022.01.11 14:03:00,7743.01,7723.53,7725.39,7739.73
R_100,2022.01.11 14:04:00,7741.83,7726.17,7740.53,7727
R_100,2022.01.11 14:05:00,7755.21,7728.41,7730.4,7755.21
R_100,2022.01.11 14:06:00,7765.7,7752.86,7756.41,7765.7
R_100,2022.01.11 14:07:00,7776.35,7766.31,7766.31,7771.71
R_100,2022.01.11 14:08:00,7773.48,7762.28,7773.48,7763.91
R_100,2022.01.11 14:09:00,7765.5,7739.95,7765.5,7739.95
R_100,2022.01.11 14:10:00,7747.5,7734.37,7739.29,7738.98
R_100,2022.01.11 14:11:00,7742.71,7727.21,7736.04,7736.93
R_100,2022.01.11 14:12:00,7749.79,7736.78,7736.78,7745.07
R_100,2022.01.11 14:13:00,7747.68,7723.01,7745.81,7723.01
R_100,2022.01.11 14:14:00,7731.38,7719.26,7722.42,7731.38
R_100,2022.01.11 14:15:00,7735.95,7713.11,7730.88,7713.11
R_100,2022.01.11 14:16:00,7711.51,7693.56,7711.51,7697.78
R_100,2022.01.11 14:17:00,7697.21,7679.84,7697.21,7680.81
R_100,2022.01.11 14:18:00,7691.83,7680.86,7684.25,7691.83
R_100,2022.01.11 14:19:00,7693.14,7672.55,7689.6,7672.55
R_100,2022.01.11 14:20:00,7689.9,7671.98,7671.98,7684.62
R_100,2022.01.11 14:21:00,7683.62,7674.04,7682.79,7674.05
R_100,2022.01.11 14:22:00,7680.38,7670.76,7673.56,7672.66
R_100,2022.01.11 14:23:00,7672.28,7662.87,7671.16,7663.94
R_100,2022.01.11 14:24:00,7665.64,7645.04,7662.97,7646.35
R_100,2022.01.11 14:25:00,7649.13,7641.53,7643.63,7641.77
R_100,2022.01.11 14:26:00,7640.94,7628.73,7640.29,7628.73
R_100,2022.01.11 14:27:00,7629.62,7615.23,7628.17,7623.95
R_100,2022.01.11 14:28:00,7624.25,7614.39,7621.68,7615.05
R_100,2022.01.11 14:29:00,7616.46,7594.16,7616.46,7594.16
R_100,2022.01.11 14:30:00,7596.4,7571.17,7596.4,7573.61
R_100,2022.01.11 14:31:00,7584.42,7564.04,7571.32,7581.65
R_100,2022.01.11 14:32:00,7583.68,7564.51,7581.26,7568.3
R_100,2022.01.11 14:33:00,7580.38,7571.49,7573.28,7580.38
R_100,2022.01.11 14:34:00,7595.75,7576.67,7578.76,7595.75
R_100,2022.01.11 14:35:00,7605.8,7594.26,7596.12,7604.64
R_100,2022.01.11 14:36:00,7606.95,7588.71,7605.18,7593.61
R_100,2022.01.11 14:37:00,7594.66,7583.06,7594.66,7585.18
R_100,2022.01.11 14:38:00,7590.41,7577.69,7586.19,7588.69
R_100,2022.01.11 14:39:00,7590.71,7578.72,7589.12,7578.8
R_100,2022.01.11 14:40:00,7583.13,7563.28,7579.21,7563.28
R_100,2022.01.11 14:41:00,7561.55,7548.47,7561.46,7549.55
R_100,2022.01.11 14:42:00,7554.66,7543.84,7549.09,7554.66
R_100,2022.01.11 14:43:00,7556.2,7542.06,7553.59,7544.12
R_100,2022.01.11 14:44:00,7558.39,7543.09,7545.18,7551.08
R_100,2022.01.11 14:45:00,7556.73,7548.29,7556.42,7552.44
R_100,2022.01.11 14:46:00,7561.86,7544.81,7554.93,7558.97
R_100,2022.01.11 14:47:00,7561.9,7546.36,7557.46,7546.36
R_100,2022.01.11 14:48:00,7558.37,7544.89,7544.89,7557.19
R_100,2022.01.11 14:49:00,7562.57,7551.73,7559.21,7551.84
R_100,2022.01.11 14:50:00,7554.52,7532.86,7550.93,7532.86
R_100,2022.01.11 14:51:00,7532.22,7514.36,7532.02,7514.51
R_100,2022.01.11 14:52:00,7515.17,7500.77,7512.99,7507.24
R_100,2022.01.11 14:53:00,7511.82,7505.68,7508.4,7511.43
R_100,2022.01.11 14:54:00,7520.46,7506.6,7508.69,7507.91
R_100,2022.01.11 14:55:00,7508.18,7486.17,7508.18,7498.04
R_100,2022.01.11 14:56:00,7505.12,7481.73,7497.84,7481.73
R_100,2022.01.11 14:57:00,7494.2,7480.29,7482.59,7494.2
R_100,2022.01.11 14:58:00,7499.79,7482.79,7493.89,7488.33
R_100,2022.01.11 14:59:00,7494.07,7483.89,7488.24,7483.89
R_100,2022.01.11 15:00:00,7495.15,7482.83,7482.83,7494.65
R_100,2022.01.11 15:01:00,7495.2,7484.2,7494.67,7487.21
R_100,2022.01.11 15:02:00,7499.32,7483.54,7486.89,7496.26
R_100,2022.01.11 15:03:00,7492.65,7479.39,7490.13,7486.22
R_100,2022.01.11 15:04:00,7491.46,7476.87,7483.45,7491.12
R_100,2022.01.11 15:05:00,7500.95,7488.11,7489.5,7491.76
R_100,2022.01.11 15:06:00,7502.2,7488.37,7492.64,7500.96
R_100,2022.01.11 15:07:00,7502.02,7486.37,7499.05,7486.37
R_100,2022.01.11 15:08:00,7502.16,7484.55,7485.51,7500.13
R_100,2022.01.11 15:09:00,7508.07,7495.44,7499.88,7498.92
R_100,2022.01.11 15:10:00,7499.82,7485.47,7498.95,7499.46
R_100,2022.01.11 15:11:00,7508.22,7494.99,7496.76,7501.76
R_100,2022.01.11 15:12:00,7503.48,7475.2,7501.87,7475.67
R_100,2022.01.11 15:13:00,7477.74,7454.28,7477.74,7462.27
R_100,2022.01.11 15:14:00,7472.4,7459.39,7462.88,7469.73
R_100,2022.01.11 15:15:00,7478.07,7469.36,7470.84,7472.84
R_100,2022.01.11 15:16:00,7484.4,7472.07,7473.28,7481.69
R_100,2022.01.11 15:17:00,7497.65,7476.55,7480.4,7495.15
R_100,2022.01.11 15:18:00,7496.57,7482.98,7496.46,7485.42
R_100,2022.01.11 15:19:00,7487.08,7475.69,7485.88,7478.79
R_100,2022.01.11 15:20:00,7504.37,7479.68,7479.68,7504.37
R_100,2022.01.11 15:21:00,7512.74,7498.83,7505.1,7503.55
R_100,2022.01.11 15:22:00,7505.29,7497.12,7504.04,7499.06
R_100,2022.01.11 15:23:00,7508.1,7489.64,7499.37,7491.59
R_100,2022.01.11 15:24:00,7509.92,7490.11,7491.44,7508.56
R_100,2022.01.11 15:25:00,7526.38,7506.55,7511.4,7519.64
R_100,2022.01.11 15:26:00,7538.48,7518,7518,7530.53
R_100,2022.01.11 15:27:00,7547.46,7530.74,7531.51,7547.46
R_100,2022.01.11 15:28:00,7554.33,7544.66,7548.86,7546.68
R_100,2022.01.11 15:29:00,7554.79,7535.17,7547.51,7549.48
R_100,2022.01.11 15:30:00,7559.37,7548.83,7549.76,7559.37
R_100,2022.01.11 15:31:00,7561.16,7540.1,7561.16,7540.1
R_100,2022.01.11 15:32:00,7548.25,7534.71,7541.27,7540.97
R_100,2022.01.11 15:33:00,7545.99,7537.09,7542.27,7540.08
R_100,2022.01.11 15:34:00,7557,7539.19,7540.27,7557
R_100,2022.01.11 15:35:00,7559.44,7528.8,7555.29,7529.52
R_100,2022.01.11 15:36:00,7530.22,7517.59,7530.22,7520.72
R_100,2022.01.11 15:37:00,7541.91,7520.84,7521.13,7538.5
R_100,2022.01.11 15:38:00,7542.54,7536.55,7539.46,7537.54
R_100,2022.01.11 15:39:00,7545.21,7531.29,7538.23,7533.66
R_100,2022.01.11 15:40:00,7539.09,7530.4,7533.69,7533.57
R_100,2022.01.11 15:41:00,7543.55,7534.16,7534.2,7539.71
R_100,2022.01.11 15:42:00,7566.31,7536.01,7539.05,7553.01
R_100,2022.01.11 15:43:00,7567.03,7554.06,7554.06,7564.07
R_100,2022.01.11 15:44:00,7588.88,7562.59,7563.4,7585.58
R_100,2022.01.11 15:45:00,7582.07,7570.31,7582.07,7577.82
R_100,2022.01.11 15:46:00,7579.24,7567.45,7578.93,7575.47
R_100,2022.01.11 15:47:00,7586.64,7574.18,7577.55,7584
R_100,2022.01.11 15:48:00,7604.29,7580.8,7585.47,7598.18
R_100,2022.01.11 15:49:00,7612.44,7595.13,7598.28,7604.04
R_100,2022.01.11 15:50:00,7618.59,7602.33,7606.47,7617.17
R_100,2022.01.11 15:51:00,7614.74,7598.12,7614.74,7604.07
R_100,2022.01.11 15:52:00,7619.84,7605.87,7605.87,7619.24
R_100,2022.01.11 15:53:00,7629.77,7617.03,7619.67,7626.1
R_100,2022.01.11 15:54:00,7634.46,7600.19,7628.49,7600.19
R_100,2022.01.11 15:55:00,7602.29,7590.65,7600.69,7595.91
R_100,2022.01.11 15:56:00,7606.58,7590.05,7596.67,7590.73
R_100,2022.01.11 15:57:00,7603.7,7592.14,7592.14,7599.89
R_100,2022.01.11 15:58:00,7620.99,7589.83,7599.23,7618.73
R_100,2022.01.11 15:59:00,7629.57,7614.16,7617.49,7624.74
R_100,2022.01.11 16:00:00,7634.44,7620.29,7625.07,7627.26
R_100,2022.01.11 16:01:00,7640.14,7622.58,7622.58,7637.56
R_100,2022.01.11 16:02:00,7637.18,7618.53,7635.53,7632.89
R_100,2022.01.11 16:03:00,7642.8,7629.29,7631.69,7642.8
R_100,2022.01.11 16:04:00,7641.23,7624.98,7639.49,7627.92
R_100,2022.01.11 16:05:00,7632.75,7614.87,7622.97,7631.46
R_100,2022.01.11 16:06:00,7631.97,7616.31,7631.97,7618.49
R_100,2022.01.11 16:07:00,7621.49,7615.36,7617.59,7618
R_100,2022.01.11 16:08:00,7623.99,7610.24,7618.68,7620.07
R_100,2022.01.11 16:09:00,7629.11,7615.94,7619.3,7622.61
R_100,2022.01.11 16:10:00,7629.52,7617.02,7622.99,7629.52
R_100,2022.01.11 16:11:00,7639.12,7623.73,7633.56,7626.13
R_100,2022.01.11 16:12:00,7627.06,7616.16,7625.06,7617
R_100,2022.01.11 16:13:00,7615.62,7605.76,7614.33,7613.1
R_100,2022.01.11 16:14:00,7614.94,7601.19,7613.58,7610.42
R_100,2022.01.11 16:15:00,7618.51,7612.25,7614.07,7614.55
R_100,2022.01.11 16:16:00,7621.95,7612.34,7615.5,7613.13
R_100,2022.01.11 16:17:00,7619.17,7608.33,7614.78,7610.24
