symbol,epoch,close
R_100,1648131004,10591.69
R_100,1648131006,10590.11
R_100,1648131008,10589.26
R_100,1648131010,10585.26
R_100,1648131012,10588.51
R_100,1648131014,10584.68
R_100,1648131016,10585.66
R_100,1648131018,10584.15
R_100,1648131020,10581.32
R_100,1648131022,10581.86
R_100,1648131024,10584.61
R_100,1648131026,10582.97
R_100,1648131028,10584.38
R_100,1648131030,10584.94
R_100,1648131032,10586.69
R_100,1648131034,10584.6
R_100,1648131036,10585.73
R_100,1648131038,10586.81
R_100,1648131040,10586.21
R_100,1648131042,10588.15
R_100,1648131044,10585.53
R_100,1648131046,10587.34
R_100,1648131048,10585
R_100,1648131050,10587.44
R_100,1648131052,10590.55
R_100,1648131054,10589.63
R_100,1648131056,10588.74
R_100,1648131058,10591.47
R_100,1648131060,10597.91
R_100,1648131062,10595.05
R_100,1648131064,10595.59
R_100,1648131066,10595.59
R_100,1648131068,10595.69
R_100,1648131070,10599.9
R_100,1648131072,10598.8
R_100,1648131074,10601.42
R_100,1648131076,10600.2
R_100,1648131078,10603.25
R_100,1648131080,10606.22
R_100,1648131082,10602.42
R_100,1648131084,10605.97
R_100,1648131086,10605.28
R_100,1648131088,10607.27
R_100,1648131090,10605.5
R_100,1648131092,10603.05
R_100,1648131094,10599.85
R_100,1648131096,10597.93
R_100,1648131098,10594.98
R_100,1648131100,10594.88
R_100,1648131102,10593.47
R_100,1648131104,10595.91
R_100,1648131106,10595.18
R_100,1648131108,10597.26
R_100,1648131110,10595.51
R_100,1648131112,10598.06
R_100,1648131114,10590.61
R_100,1648131116,10591.43
R_100,1648131118,10592.83
R_100,1648131120,10592.84
R_100,1648131122,10595.66
R_100,1648131124,10598.96
R_100,1648131126,10601.77
R_100,1648131128,10605.91
R_100,1648131130,10603.64
R_100,1648131132,10599.81
R_100,1648131134,10599.51
R_100,1648131136,10601.97
R_100,1648131138,10603.76
R_100,1648131140,10601.09
R_100,1648131142,10601.38
R_100,1648131144,10602.14
R_100,1648131146,10597.67
R_100,1648131148,10596.25
R_100,1648131150,10594.15
R_100,1648131152,10594.75
R_100,1648131154,10589.8
R_100,1648131156,10591.93
R_100,1648131158,10590.85
R_100,1648131160,10589.22
R_100,1648131162,10588.18
R_100,1648131164,10586.76
R_100,1648131166,10584.72
R_100,1648131168,10584.62
R_100,1648131170,10584.42
R_100,1648131172,10584.92
R_100,1648131174,10582.1
R_100,1648131176,10582.35
R_100,1648131178,10582.46
R_100,1648131180,10587.58
R_100,1648131182,10587.18
R_100,1648131184,10588.65
R_100,1648131186,10586.78
R_100,1648131188,10583.82
R_100,1648131190,10579.39
R_100,1648131192,10584.33
R_100,1648131194,10584.88
R_100,1648131196,10585.51
R_100,1648131198,10587.84
R_100,1648131200,10588.81
R_100,1648131202,10593.23
R_100,1648131204,10594.65
R_100,1648131206,10591.11
R_100,1648131208,10595.02
R_100,1648131210,10591.89
R_100,1648131212,10592.33
R_100,1648131214,10585.83
R_100,1648131216,10582.87
R_100,1648131218,10581.87
R_100,1648131220,10579.66
R_100,1648131222,10581.52
R_100,1648131224,10588.54
R_100,1648131226,10588.48
R_100,1648131228,10590.61
R_100,1648131230,10592.5
R_100,1648131232,10597.31
R_100,1648131234,10597.38
R_100,1648131236,10600.38
R_100,1648131238,10602.77
R_100,1648131240,10603.8
R_100,1648131242,10602.16
R_100,1648131244,10604.7
R_100,1648131246,10602.25
R_100,1648131248,10605.14
R_100,1648131250,10604.64
R_100,1648131252,10605.51
R_100,1648131254,10604.61
R_100,1648131256,10602.54
R_100,1648131258,10599.65
R_100,1648131260,10597.18
R_100,1648131262,10597.46
R_100,1648131264,10593.83
R_100,1648131266,10593.57
R_100,1648131268,10589.44
R_100,1648131270,10587.84
R_100,1648131272,10584.95
R_100,1648131274,10582.25
R_100,1648131276,10581.73
R_100,1648131278,10582.09
R_100,1648131280,10579.14
R_100,1648131282,10579.89
R_100,1648131284,10578.44
R_100,1648131286,10575.62
R_100,1648131288,10575.36
R_100,1648131290,10572.57
R_100,1648131292,10575.07
R_100,1648131294,10574.02
R_100,1648131296,10576.36
R_100,1648131298,10575.71
R_100,1648131300,10578.49
R_100,1648131302,10578.92
R_100,1648131304,10580.46
R_100,1648131306,10581.67
R_100,1648131308,10580.61
R_100,1648131310,10578.29
R_100,1648131312,10584.6
R_100,1648131314,10579.35
R_100,1648131316,10576.95
R_100,1648131318,10577.35
R_100,1648131320,10577.72
R_100,1648131322,10576.38
R_100,1648131324,10581.11
R_100,1648131326,10580.48
R_100,1648131328,10580.73
R_100,1648131330,10583.69
R_100,1648131332,10581.53
R_100,1648131334,10582.23
R_100,1648131336,10579.99
R_100,1648131338,10577.82
R_100,1648131340,10578.95
R_100,1648131342,10583.95
R_100,1648131344,10578.62
R_100,1648131346,10583.78
R_100,1648131348,10582.97
R_100,1648131350,10579.02
R_100,1648131352,10583
R_100,1648131354,10582.62
R_100,1648131356,10586.17
R_100,1648131358,10586.92
R_100,1648131360,10592.48
R_100,1648131362,10595.62
R_100,1648131364,10593.96
R_100,1648131366,10590.8
R_100,1648131368,10589.01
R_100,1648131370,10590.41
R_100,1648131372,10591.74
R_100,1648131374,10589.74
R_100,1648131376,10589.67
R_100,1648131378,10588.67
R_100,1648131380,10591.16
R_100,1648131382,10584.56
R_100,1648131384,10584.71
R_100,1648131386,10588.25
R_100,1648131388,10586.39
R_100,1648131390,10588.3
R_100,1648131392,10590.44
R_100,1648131394,10593.62
R_100,1648131396,10592.95
R_100,1648131398,10593.69
R_100,1648131400,10593.06
R_100,1648131402,10592.15
R_100,1648131404,10594.59
R_100,1648131406,10597.29
R_100,1648131408,10592.09
R_100,1648131410,10594.96
R_100,1648131412,10599.49
R_100,1648131414,10595.82
R_100,1648131416,10594.47
R_100,1648131418,10590.21
R_100,1648131420,10586.39
R_100,1648131422,10584.54
R_100,1648131424,10583.44
R_100,1648131426,10579.06
R_100,1648131428,10578.13
R_100,1648131430,10577.09
R_100,1648131432,10580.6
R_100,1648131434,10575.78
R_100,1648131436,10572.22
R_100,1648131438,10569.41
R_100,1648131440,10567.86
R_100,1648131442,10567.43
R_100,1648131444,10565.09
R_100,1648131446,10565.11
R_100,1648131448,10566.19
R_100,1648131450,10564.14
R_100,1648131452,10563.24
R_100,1648131454,10562.26
R_100,1648131456,10562.08
R_100,1648131458,10562.17
R_100,1648131460,10559.36
R_100,1648131462,10559.71
R_100,1648131464,10559.83
R_100,1648131466,10561.81
R_100,1648131468,10563.9
R_100,1648131470,10566.99
R_100,1648131472,10564.86
R_100,1648131474,10568.41
R_100,1648131476,10569.66
R_100,1648131478,10570.87
R_100,1648131480,10575.17
R_100,1648131482,10574.12
R_100,1648131484,10574.13
R_100,1648131486,10578.93
R_100,1648131488,10580.37
R_100,1648131490,10577.87
R_100,1648131492,10573.27
R_100,1648131494,10576.22
R_100,1648131496,10579.79
R_100,1648131498,10580.66
R_100,1648131500,10582.93
R_100,1648131502,10587.05
R_100,1648131504,10588.04
R_100,1648131506,10588.21
R_100,1648131508,10588.52
R_100,1648131510,10590.54
R_100,1648131512,10586.73
R_100,1648131514,10585.62
R_100,1648131516,10583.99
R_100,1648131518,10584.7
R_100,1648131520,10587.87
R_100,1648131522,10586.3
R_100,1648131524,10587.82
R_100,1648131526,10588.01
R_100,1648131528,10586.17
R_100,1648131530,10583.88
R_100,1648131532,10584.85
R_100,1648131534,10586.38
R_100,1648131536,10586.05
R_100,1648131538,10583.26
R_100,1648131540,10586.07
R_100,1648131542,10584.13
R_100,1648131544,10587.27
R_100,1648131546,10589.69
R_100,1648131548,10588.67
R_100,1648131550,10587.76
R_100,1648131552,10590.49
R_100,1648131554,10595.86
R_100,1648131556,10596.98
R_100,1648131558,10598.3
R_100,1648131560,10595.67
R_100,1648131562,10597.41
R_100,1648131564,10593.99
R_100,1648131566,10595.06
R_100,1648131568,10598.04
R_100,1648131570,10600.08
R_100,1648131572,10600.51
R_100,1648131574,10600.56
R_100,1648131576,10602.85
R_100,1648131578,10606.04
R_100,1648131580,10601.16
R_100,1648131582,10598.76
R_100,1648131584,10595.78
R_100,1648131586,10598.79
R_100,1648131588,10601.73
R_100,1648131590,10601.53
R_100,1648131592,10601.15
R_100,1648131594,10597.63
R_100,1648131596,10599.77
R_100,1648131598,10595.08
R_100,1648131600,10597.6
R_100,1648131602,10593.75
R_100,1648131604,10593.55
R_100,1648131606,10597.15
R_100,1648131608,10597.66
R_100,1648131610,10596.01
R_100,1648131612,10591.91
R_100,1648131614,10591.42
R_100,1648131616,10588.43
R_100,1648131618,10586.79
R_100,1648131620,10586.68
R_100,1648131622,10583.52
R_100,1648131624,10589.35
R_100,1648131626,10587.84
R_100,1648131628,10586.91
R_100,1648131630,10588.27
R_100,1648131632,10588.7
R_100,1648131634,10593.55
R_100,1648131636,10593.42
R_100,1648131638,10586.59
R_100,1648131640,10589.54
R_100,1648131642,10586.96
R_100,1648131644,10586.96
R_100,1648131646,10589.83
R_100,1648131648,10589.75
R_100,1648131650,10590.87
R_100,1648131652,10590.28
R_100,1648131654,10591.95
R_100,1648131656,10596.16
R_100,1648131658,10596.81
R_100,1648131660,10594.71
R_100,1648131662,10595.36
R_100,1648131664,10596.64
R_100,1648131666,10592.78
R_100,1648131668,10590.2
R_100,1648131670,10592.32
R_100,1648131672,10590.8
R_100,1648131674,10594.13
R_100,1648131676,10591.71
R_100,1648131678,10591.3
R_100,1648131680,10592.31
R_100,1648131682,10600.12
R_100,1648131684,10600.5
R_100,1648131686,10602.64
R_100,1648131688,10601.94
R_100,1648131690,10599.35
R_100,1648131692,10596.56
R_100,1648131694,10595.34
R_100,1648131696,10597.09
R_100,1648131698,10598.65
R_100,1648131700,10595.65
R_100,1648131702,10594.92
R_100,1648131704,10591.91
R_100,1648131706,10588.98
R_100,1648131708,10585.42
R_100,1648131710,10584.46
R_100,1648131712,10582.95
R_100,1648131714,10584.46
R_100,1648131716,10584.97
R_100,1648131718,10585.78
R_100,1648131720,10582.48
R_100,1648131722,10579.49
R_100,1648131724,10584.57
R_100,1648131726,10585.05
R_100,1648131728,10585.1
R_100,1648131730,10581.32
R_100,1648131732,10581.58
R_100,1648131734,10582.98
R_100,1648131736,10581.68
R_100,1648131738,10583.93
R_100,1648131740,10581.17
R_100,1648131742,10582.6
R_100,1648131744,10580.39
R_100,1648131746,10577.97
R_100,1648131748,10577.41
R_100,1648131750,10578.15
R_100,1648131752,10578.67
R_100,1648131754,10579.36
R_100,1648131756,10577.35
R_100,1648131758,10581.2
R_100,1648131760,10580.77
R_100,1648131762,10579.89
R_100,1648131764,10583.29
R_100,1648131766,10584.82
R_100,1648131768,10588.89
R_100,1648131770,10589.23
R_100,1648131772,10588.87
R_100,1648131774,10592.68
R_100,1648131776,10593.51
R_100,1648131778,10587.11
R_100,1648131780,10587.3
R_100,1648131782,10588.26
R_100,1648131784,10587.18
R_100,1648131786,10588.05
R_100,1648131788,10587.73
R_100,1648131790,10586.52
R_100,1648131792,10582.87
R_100,1648131794,10586.05
R_100,1648131796,10586
R_100,1648131798,10585.2
R_100,1648131800,10586.91
R_100,1648131802,10582.04
R_100,1648131804,10580.53
R_100,1648131806,10573.23
R_100,1648131808,10576.01
R_100,1648131810,10571.63
R_100,1648131812,10571.56
R_100,1648131814,10565.51
R_100,1648131816,10564.63
R_100,1648131818,10565.31
R_100,1648131820,10565.4
R_100,1648131822,10563.94
R_100,1648131824,10563.85
R_100,1648131826,10563.25
R_100,1648131828,10567
R_100,1648131830,10563.1
R_100,1648131832,10561.79
R_100,1648131834,10563.75
R_100,1648131836,10562.23
R_100,1648131838,10565.37
R_100,1648131840,10563.25
R_100,1648131842,10563.26
R_100,1648131844,10560.66
R_100,1648131846,10558.88
R_100,1648131848,10559.75
R_100,1648131850,10554.3
R_100,1648131852,10555.99
R_100,1648131854,10554.45
R_100,1648131856,10557.4
R_100,1648131858,10556.14
R_100,1648131860,10555.81
R_100,1648131862,10552.46
R_100,1648131864,10550.06
R_100,1648131866,10552.58
R_100,1648131868,10555.79
R_100,1648131870,10555.3
R_100,1648131872,10550.7
R_100,1648131874,10553.68
R_100,1648131876,10551.49
R_100,1648131878,10551.95
R_100,1648131880,10548.64
R_100,1648131882,10554.83
R_100,1648131884,10555.91
R_100,1648131886,10554.18
R_100,1648131888,10549.14
R_100,1648131890,10549.58
R_100,1648131892,10550.79
R_100,1648131894,10544.93
R_100,1648131896,10549.24
R_100,1648131898,10549.52
R_100,1648131900,10548.38
R_100,1648131902,10548.54
R_100,1648131904,10544.91
R_100,1648131906,10544.04
R_100,1648131908,10541.02
R_100,1648131910,10539.62
R_100,1648131912,10538.02
R_100,1648131914,10539.88
R_100,1648131916,10536.83
R_100,1648131918,10538.09
R_100,1648131920,10540.02
R_100,1648131922,10539.07
R_100,1648131924,10533.92
R_100,1648131926,10535.63
R_100,1648131928,10534.91
R_100,1648131930,10538.37
R_100,1648131932,10539.64
R_100,1648131934,10541.13
R_100,1648131936,10539.84
R_100,1648131938,10541.63
R_100,1648131940,10539.87
R_100,1648131942,10540.69
R_100,1648131944,10545.15
R_100,1648131946,10548.33
R_100,1648131948,10549.26
R_100,1648131950,10554.08
R_100,1648131952,10551.12
R_100,1648131954,10552.56
R_100,1648131956,10553.52
R_100,1648131958,10556.66
R_100,1648131960,10555.21
R_100,1648131962,10554.12
R_100,1648131964,10555.72
R_100,1648131966,10550.39
R_100,1648131968,10546.78
R_100,1648131970,10543.62
R_100,1648131972,10544.37
R_100,1648131974,10544.93
R_100,1648131976,10545.15
R_100,1648131978,10543.44
R_100,1648131980,10549.04
R_100,1648131982,10549.23
R_100,1648131984,10555.15
R_100,1648131986,10556.78
R_100,1648131988,10555.66
R_100,1648131990,10551.36
R_100,1648131992,10553.04
R_100,1648131994,10558.41
R_100,1648131996,10556.25
R_100,1648131998,10559.63
R_100,1648132000,10565.4
R_100,1648132002,10564.56
R_100,1648132004,10567.4
R_100,1648132006,10567.38
R_100,1648132008,10569.93
R_100,1648132010,10572.85
R_100,1648132012,10574.46
R_100,1648132014,10574.75
R_100,1648132016,10576.41
R_100,1648132018,10580.33
R_100,1648132020,10579.8
R_100,1648132022,10581.09
R_100,1648132024,10575.67
R_100,1648132026,10574.84
R_100,1648132028,10574.67
R_100,1648132030,10575.39
R_100,1648132032,10575.98
R_100,1648132034,10578.34
R_100,1648132036,10573.59
R_100,1648132038,10570.97
R_100,1648132040,10568.51
R_100,1648132042,10568.05
R_100,1648132044,10569.24
R_100,1648132046,10572.19
R_100,1648132048,10566.68
R_100,1648132050,10567.98
R_100,1648132052,10568.47
R_100,1648132054,10567.52
R_100,1648132056,10572.76
R_100,1648132058,10570.98
R_100,1648132060,10572.66
R_100,1648132062,10568.01
R_100,1648132064,10571.09
R_100,1648132066,10571.85
R_100,1648132068,10569.02
R_100,1648132070,10570.85
R_100,1648132072,10569.17
R_100,1648132074,10567.57
R_100,1648132076,10567.38
R_100,1648132078,10568.75
R_100,1648132080,10570.42
R_100,1648132082,10572.12
R_100,1648132084,10572.9
R_100,1648132086,10570.58
R_100,1648132088,10570.45
R_100,1648132090,10569.5
R_100,1648132092,10571.06
R_100,1648132094,10567.65
R_100,1648132096,10562.6
R_100,1648132098,10565.5
R_100,1648132100,10564.97
R_100,1648132102,10561.16
R_100,1648132104,10560.1
R_100,1648132106,10561.58
R_100,1648132108,10561.53
R_100,1648132110,10562.46
R_100,1648132112,10562.81
R_100,1648132114,10561.16
R_100,1648132116,10562.31
R_100,1648132118,10556.15
R_100,1648132120,10560.06
R_100,1648132122,10561.15
R_100,1648132124,10563.82
R_100,1648132126,10569.59
R_100,1648132128,10568.14
R_100,1648132130,10569.01
R_100,1648132132,10569.16
R_100,1648132134,10573.29
R_100,1648132136,10573.29
R_100,1648132138,10572.74
R_100,1648132140,10575.26
R_100,1648132142,10574.95
R_100,1648132144,10575.28
R_100,1648132146,10574.03
R_100,1648132148,10572.02
R_100,1648132150,10571.13
R_100,1648132152,10569.15
R_100,1648132154,10567.68
R_100,1648132156,10570.29
R_100,1648132158,10573.02
R_100,1648132160,10575.09
R_100,1648132162,10568.14
R_100,1648132164,10573.65
R_100,1648132166,10573.04
R_100,1648132168,10569.23
R_100,1648132170,10572.03
R_100,1648132172,10569.18
R_100,1648132174,10573.59
R_100,1648132176,10573.13
R_100,1648132178,10572.78
R_100,1648132180,10572.03
R_100,1648132182,10576.77
R_100,1648132184,10574.88
R_100,1648132186,10573.83
R_100,1648132188,10573.8
R_100,1648132190,10573.3
R_100,1648132192,10571.95
R_100,1648132194,10569.39
R_100,1648132196,10568.09
R_100,1648132198,10569.24
R_100,1648132200,10569.18
R_100,1648132202,10570.36
R_100,1648132204,10569.72
R_100,1648132206,10568.7
R_100,1648132208,10567.83
R_100,1648132210,10568.5
R_100,1648132212,10567.17
R_100,1648132214,10566.85
R_100,1648132216,10566.39
R_100,1648132218,10566.08
R_100,1648132220,10569.43
R_100,1648132222,10570.26
R_100,1648132224,10568.55
R_100,1648132226,10565.76
R_100,1648132228,10566.9
R_100,1648132230,10568.58
R_100,1648132232,10566.78
R_100,1648132234,10564.79
R_100,1648132236,10561.42
R_100,1648132238,10559.14
R_100,1648132240,10558.29
R_100,1648132242,10558.59
R_100,1648132244,10559.3
R_100,1648132246,10556.62
R_100,1648132248,10556.76
R_100,1648132250,10558.24
R_100,1648132252,10557.41
R_100,1648132254,10562.58
R_100,1648132256,10563.45
R_100,1648132258,10563.09
R_100,1648132260,10570.24
R_100,1648132262,10571.26
R_100,1648132264,10570.56
R_100,1648132266,10571.72
R_100,1648132268,10568.82
R_100,1648132270,10571.12
R_100,1648132272,10569.92
R_100,1648132274,10570.55
R_100,1648132276,10570.32
R_100,1648132278,10571.63
R_100,1648132280,10568.44
R_100,1648132282,10573.04
R_100,1648132284,10569.48
R_100,1648132286,10566.4
R_100,1648132288,10565.61
R_100,1648132290,10562.5
R_100,1648132292,10560.2
R_100,1648132294,10560.62
R_100,1648132296,10559.22
R_100,1648132298,10566.05
R_100,1648132300,10562.89
R_100,1648132302,10564.11
R_100,1648132304,10566.71
R_100,1648132306,10571.56
R_100,1648132308,10576.03
R_100,1648132310,10577.1
R_100,1648132312,10578.53
R_100,1648132314,10580.46
R_100,1648132316,10583.56
R_100,1648132318,10584.21
R_100,1648132320,10587.63
R_100,1648132322,10584.06
R_100,1648132324,10587.53
R_100,1648132326,10593.56
R_100,1648132328,10596.73
R_100,1648132330,10592.34
R_100,1648132332,10593
R_100,1648132334,10591.13
R_100,1648132336,10595.34
R_100,1648132338,10592.96
R_100,1648132340,10592.47
R_100,1648132342,10591.81
R_100,1648132344,10593.16
R_100,1648132346,10595.3
R_100,1648132348,10595.56
R_100,1648132350,10592.7
R_100,1648132352,10590.79
R_100,1648132354,10591.07
R_100,1648132356,10592.82
R_100,1648132358,10596.16
R_100,1648132360,10596.84
R_100,1648132362,10600.39
R_100,1648132364,10599.37
R_100,1648132366,10599.59
R_100,1648132368,10600.99
R_100,1648132370,10598.99
R_100,1648132372,10598.41
R_100,1648132374,10597.88
R_100,1648132376,10598.09
R_100,1648132378,10596.8
R_100,1648132380,10593.43
R_100,1648132382,10591.61
R_100,1648132384,10594.85
R_100,1648132386,10592.35
R_100,1648132388,10595.66
R_100,1648132390,10595.41
R_100,1648132392,10596.57
R_100,1648132394,10596.53
R_100,1648132396,10602.44
R_100,1648132398,10603.36
R_100,1648132400,10609.16
R_100,1648132402,10607.69
R_100,1648132404,10606.36
R_100,1648132406,10609.35
R_100,1648132408,10606.95
R_100,1648132410,10606.55
R_100,1648132412,10608.55
R_100,1648132414,10611.27
R_100,1648132416,10612.38
R_100,1648132418,10611.15
R_100,1648132420,10612.55
R_100,1648132422,10614.59
R_100,1648132424,10612.88
R_100,1648132426,10612.89
R_100,1648132428,10616.1
R_100,1648132430,10620.1
R_100,1648132432,10618.2
R_100,1648132434,10616.35
R_100,1648132436,10615.42
R_100,1648132438,10616.36
R_100,1648132440,10615.83
R_100,1648132442,10616.06
R_100,1648132444,10617.36
R_100,1648132446,10621.95
R_100,1648132448,10616.5
R_100,1648132450,10614.61
R_100,1648132452,10610.58
R_100,1648132454,10611.76
R_100,1648132456,10612.17
R_100,1648132458,10614.96
R_100,1648132460,10613.23
R_100,1648132462,10616.28
R_100,1648132464,10620.23
R_100,1648132466,10615.42
R_100,1648132468,10612.58
R_100,1648132470,10620.11
R_100,1648132472,10623.88
R_100,1648132474,10620.4
R_100,1648132476,10617.56
R_100,1648132478,10615.43
R_100,1648132480,10615.57
R_100,1648132482,10618.8
R_100,1648132484,10620.52
R_100,1648132486,10621.21
R_100,1648132488,10620.4
R_100,1648132490,10619.66
R_100,1648132492,10617.39
R_100,1648132494,10621.2
R_100,1648132496,10628.43
R_100,1648132498,10627.33
R_100,1648132500,10626.08
R_100,1648132502,10625.14
R_100,1648132504,10624.99
R_100,1648132506,10622.52
R_100,1648132508,10625.53
R_100,1648132510,10623.08
R_100,1648132512,10619.99
R_100,1648132514,10620.83
R_100,1648132516,10621.42
R_100,1648132518,10616.6
R_100,1648132520,10611.74
R_100,1648132522,10610.68
R_100,1648132524,10612.57
R_100,1648132526,10603.83
R_100,1648132528,10603.31
R_100,1648132530,10604.48
R_100,1648132532,10607.77
R_100,1648132534,10607.45
R_100,1648132536,10604.27
R_100,1648132538,10602.64
R_100,1648132540,10602.72
R_100,1648132542,10601.8
R_100,1648132544,10600.19
R_100,1648132546,10603.57
R_100,1648132548,10604.88
R_100,1648132550,10604.39
R_100,1648132552,10607.81
R_100,1648132554,10608.53
R_100,1648132556,10609.59
R_100,1648132558,10600.63
R_100,1648132560,10601.85
R_100,1648132562,10601.3
R_100,1648132564,10605.62
R_100,1648132566,10609.76
R_100,1648132568,10610.4
R_100,1648132570,10612.17
R_100,1648132572,10615.43
R_100,1648132574,10613.71
R_100,1648132576,10612.45
R_100,1648132578,10608.06
R_100,1648132580,10610.27
R_100,1648132582,10616.27
R_100,1648132584,10616.77
R_100,1648132586,10619.46
R_100,1648132588,10620.89
R_100,1648132590,10622.73
R_100,1648132592,10621.49
R_100,1648132594,10623.31
R_100,1648132596,10622.51
R_100,1648132598,10626.68
R_100,1648132600,10625.66
R_100,1648132602,10625.57
R_100,1648132604,10630.33
R_100,1648132606,10629.61
R_100,1648132608,10627.38
R_100,1648132610,10625.79
R_100,1648132612,10628.05
R_100,1648132614,10620.79
R_100,1648132616,10621.9
R_100,1648132618,10618.79
R_100,1648132620,10619.63
R_100,1648132622,10623.08
R_100,1648132624,10622.25
R_100,1648132626,10625.23
R_100,1648132628,10625.06
R_100,1648132630,10628.83
R_100,1648132632,10629.8
R_100,1648132634,10628.44
R_100,1648132636,10627.42
R_100,1648132638,10629.81
R_100,1648132640,10629.23
R_100,1648132642,10628.93
R_100,1648132644,10628.43
R_100,1648132646,10629.32
R_100,1648132648,10628.24
R_100,1648132650,10627.5
R_100,1648132652,10623.92
R_100,1648132654,10624.73
R_100,1648132656,10624.74
R_100,1648132658,10624.64
R_100,1648132660,10618.22
R_100,1648132662,10620.36
R_100,1648132664,10622.27
R_100,1648132666,10619.19
R_100,1648132668,10621.55
R_100,1648132670,10618.8
R_100,1648132672,10616.98
R_100,1648132674,10616.14
R_100,1648132676,10619.82
R_100,1648132678,10620.95
R_100,1648132680,10619.51
R_100,1648132682,10620.38
R_100,1648132684,10619.99
R_100,1648132686,10621.07
R_100,1648132688,10618.52
R_100,1648132690,10617.85
R_100,1648132692,10615.92
R_100,1648132694,10615.33
R_100,1648132696,10621.31
R_100,1648132698,10618.79
R_100,1648132700,10617.51
R_100,1648132702,10620.11
R_100,1648132704,10620.49
R_100,1648132706,10618.52
R_100,1648132708,10614.66
R_100,1648132710,10614.3
R_100,1648132712,10615.62
R_100,1648132714,10616.13
R_100,1648132716,10614.15
R_100,1648132718,10613.82
R_100,1648132720,10613.31
R_100,1648132722,10616.4
R_100,1648132724,10613.3
R_100,1648132726,10616.16
R_100,1648132728,10612.78
R_100,1648132730,10614.19
R_100,1648132732,10614.23
R_100,1648132734,10616.87
R_100,1648132736,10620.23
R_100,1648132738,10620.41
R_100,1648132740,10619.07
R_100,1648132742,10616.96
R_100,1648132744,10615.8
R_100,1648132746,10614.67
R_100,1648132748,10620.84
R_100,1648132750,10623.74
R_100,1648132752,10619.39
R_100,1648132754,10621.35
R_100,1648132756,10626.7
R_100,1648132758,10626.87
R_100,1648132760,10625.48
R_100,1648132762,10623.74
R_100,1648132764,10625.38
R_100,1648132766,10621.51
R_100,1648132768,10620.55
R_100,1648132770,10624.11
R_100,1648132772,10626.65
R_100,1648132774,10628.92
R_100,1648132776,10627.57
R_100,1648132778,10630.25
R_100,1648132780,10629.68
R_100,1648132782,10630.94
R_100,1648132784,10629.85
R_100,1648132786,10632.59
R_100,1648132788,10630.18
R_100,1648132790,10632.91
R_100,1648132792,10639.22
R_100,1648132794,10640.77
R_100,1648132796,10640.64
